AQI_records_21,Good_21,Moderate_21,Unhealthy_sens_21,Unhealthy_21,Very_unhealthy_21,Hazardous_21,Max_AQI_21,90th_Percentile_AQI_21,Median_AQI_21,CO_21,NO2_21,O3_21,PM2.5_21,PM10_21,State_County_Year
363,297,63,3,0,0,0,148,57,34,0,0,158,205,0,WisconsinVilas2021
221,184,36,1,0,0,0,101,61,41,0,0,221,0,0,WisconsinWalworth2021
365,177,184,4,0,0,0,108,71,51,0,0,89,275,1,WisconsinWaukesha2021
365,193,158,13,0,0,1,312,84,50,0,3,277,18,67,WyomingAlbany2021
364,324,39,1,0,0,0,101,51,39,0,0,364,0,0,WyomingBig Horn2021
365,218,131,16,0,0,0,143,87,44,0,0,184,29,152,WyomingCampbell2021
348,348,0,0,0,0,0,37,20,10,0,348,0,0,0,WyomingCarbon2021
365,274,87,4,0,0,0,119,70,42,0,0,310,0,55,WyomingConverse2021
365,240,117,8,0,0,0,141,77,46,0,0,289,73,3,WyomingFremont2021
365,304,54,7,0,0,0,126,64,40,0,2,358,0,5,WyomingJohnson2021
364,261,92,11,0,0,0,126,77,44,2,2,320,40,0,WyomingLaramie2021
365,297,62,6,0,0,0,126,67,30,0,5,126,31,203,WyomingLincoln2021
365,282,77,6,0,0,0,125,71,42,0,2,333,30,0,WyomingNatrona2021
152,129,23,0,0,0,0,98,61,14,0,0,0,146,6,WyomingPark2021
362,324,28,2,3,1,4,682,51,16,0,0,0,0,362,WyomingPlatte2021
364,302,55,7,0,0,0,115,67,40,0,0,299,45,20,WyomingSheridan2021
365,253,105,7,0,0,0,133,77,46,0,0,342,23,0,WyomingSublette2021
365,238,117,9,1,0,0,195,83,45,0,2,286,24,53,WyomingSweetwater2021
365,277,78,10,0,0,0,131,72,44,0,0,318,45,2,WyomingTeton2021
364,361,3,0,0,0,0,60,25,7,0,0,0,0,364,WyomingUinta2021
343,282,61,0,0,0,0,100,64,41,0,0,343,0,0,WyomingWeston2021
