County,AQI_records_19,Good_19,Moderate_19,Unhealthy_sens_19,Unhealthy_19,Very_unhealthy_19,Hazardous_19,Max_AQI_19,90th_Percentile_AQI_19,Median_AQI_19,CO_19,NO2_19,O3_19,PM2.5_19,PM10_19
San Juan,277,277,0,0,0,0,0,35,17,14,277,0,0,0,0
Kent,351,325,26,0,0,0,0,93,49,34,0,0,196,155,0
Providence,365,222,143,0,0,0,0,90,61,46,0,2,157,206,0
Washington,352,317,33,2,0,0,0,126,50,38,0,0,202,150,0
Aiken,113,103,10,0,0,0,0,97,50,37,0,0,113,0,0
Anderson,85,66,18,1,0,0,0,108,67,42,0,0,85,0,0
Berkeley,79,79,0,0,0,0,0,47,40,31,0,0,79,0,0
Charleston,357,262,95,0,0,0,0,76,56,42,0,0,41,315,1
Chesterfield,364,284,80,0,0,0,0,77,56,34,0,0,119,245,0
Colleton,7,7,0,0,0,0,0,41,41,26,0,0,0,7,0
Darlington,122,110,12,0,0,0,0,90,50,38,0,0,122,0,0
Edgefield,361,234,127,0,0,0,0,90,57,43,0,0,47,314,0
Florence,361,243,118,0,0,0,0,73,57,41,0,0,0,361,0
Georgetown,92,91,1,0,0,0,0,52,25,14,0,0,0,0,92
Greenville,365,211,154,0,0,0,0,97,63,46,0,12,57,288,8
Horry,101,99,2,0,0,0,0,77,44,35,0,0,101,0,0
Lexington,365,230,135,0,0,0,0,69,58,44,0,0,0,360,5
Oconee,307,241,66,0,0,0,0,74,55,37,0,0,69,238,0
Pickens,99,77,22,0,0,0,0,84,64,44,0,0,99,0,0
Richland,365,245,120,0,0,0,0,93,58,42,1,16,81,267,0
Spartanburg,348,206,140,2,0,0,0,105,61,45,0,0,63,285,0
York,365,210,148,7,0,0,0,133,64,47,0,0,146,219,0
Brookings,365,273,87,5,0,0,0,126,66,43,0,0,311,44,10
Brown,122,104,18,0,0,0,0,80,53,25,0,0,0,119,3
Codington,361,295,66,0,0,0,0,83,55,32,0,0,0,316,45
Custer,362,352,10,0,0,0,0,84,48,40,0,0,340,22,0
Hughes,356,338,18,0,0,0,0,69,37,14,0,0,0,356,0
Jackson,365,343,22,0,0,0,0,63,49,38,0,2,328,35,0
Meade,365,358,7,0,0,0,0,80,44,36,0,0,361,0,4
Minnehaha,365,301,63,1,0,0,0,105,55,37,0,7,265,91,2
Pennington,361,267,90,4,0,0,0,117,61,33,0,10,0,175,176
Union,364,306,58,0,0,0,0,97,56,37,0,2,233,121,8
Anderson,234,177,55,2,0,0,0,105,71,44,0,0,234,0,0
Blount,365,223,140,2,0,0,0,115,61,46,0,0,180,185,0
Claiborne,346,325,21,0,0,0,0,80,47,35,0,0,346,0,0
Davidson,365,151,213,1,0,0,0,101,64,52,0,10,63,292,0
DeKalb,363,335,28,0,0,0,0,80,49,37,0,0,363,0,0
Dyer,360,275,85,0,0,0,0,66,54,35,0,0,0,360,0
Hamilton,365,181,184,0,0,0,0,97,67,51,0,0,127,238,0
Jefferson,234,197,37,0,0,0,0,93,58,44,0,0,234,0,0
Knox,364,214,150,0,0,0,0,84,62,46,0,0,128,232,4
Lawrence,330,244,86,0,0,0,0,66,55,36,0,0,0,330,0
Loudon,365,251,114,0,0,0,0,93,58,43,0,0,120,245,0
Madison,362,262,100,0,0,0,0,65,56,36,0,0,0,362,0
Maury,362,301,61,0,0,0,0,66,53,31,0,0,0,362,0
McMinn,357,239,118,0,0,0,0,69,57,41,0,0,0,357,0
Montgomery,362,278,84,0,0,0,0,67,55,35,0,0,0,362,0
Putnam,360,291,69,0,0,0,0,67,54,33,0,0,0,360,0
Roane,356,251,105,0,0,0,0,75,55,37,0,0,0,356,0
Sevier,364,287,77,0,0,0,0,90,61,44,0,0,364,0,0
Shelby,365,152,209,4,0,0,0,148,67,52,0,3,118,243,1
Sullivan,362,240,121,1,0,0,0,119,59,44,0,0,158,204,0
Sumner,357,240,117,0,0,0,0,93,61,44,0,0,160,197,0
Williamson,245,215,30,0,0,0,0,84,51,42,0,0,245,0,0
Wilson,231,205,26,0,0,0,0,80,51,40,0,0,231,0,0
Bell,365,237,126,2,0,0,0,105,62,45,0,1,211,153,0
Bexar,365,117,242,5,1,0,0,175,74,55,0,0,93,271,1
Bowie,349,171,177,1,0,0,0,109,62,51,0,0,0,349,0
Brazoria,365,325,33,6,1,0,0,161,51,33,0,5,360,0,0
Brewster,362,278,84,0,0,0,0,93,57,42,0,0,257,105,0
Cameron,365,172,193,0,0,0,0,91,67,52,0,0,83,282,0
Collin,365,309,48,7,1,0,0,156,58,40,0,0,365,0,0
Culberson,176,153,21,2,0,0,0,108,52,36,0,0,102,74,0
Dallas,365,156,203,6,0,0,0,143,74,52,0,6,137,222,0
Denton,365,239,114,12,0,0,0,133,67,44,0,1,236,128,0
Ector,354,251,103,0,0,0,0,82,56,38,0,0,0,354,0
El Paso,365,100,252,11,2,0,0,159,84,57,0,6,142,214,3
Ellis,365,250,115,0,0,0,0,97,58,44,0,5,188,172,0
Galveston,362,247,107,8,0,0,0,136,63,43,0,3,215,143,1
Gregg,362,328,33,1,0,0,0,112,50,35,0,3,359,0,0
Harris,365,91,247,22,4,1,0,202,93,56,0,7,106,252,0
Harrison,358,242,116,0,0,0,0,90,58,44,0,0,131,227,0
Hidalgo,365,184,179,2,0,0,0,106,69,50,0,0,76,289,0
Hood,357,325,31,1,0,0,0,133,50,35,0,0,357,0,0
Hunt,364,345,19,0,0,0,0,97,47,35,0,3,361,0,0
Jefferson,365,194,165,6,0,0,0,150,67,49,0,0,142,223,0
Johnson,352,298,47,7,0,0,0,143,61,38,0,0,352,0,0
Kaufman,365,278,87,0,0,0,0,93,57,42,0,0,209,156,0
Kleberg,284,182,102,0,0,0,0,89,61,41,0,0,0,284,0
Lubbock,330,281,48,1,0,0,0,103,53,34,0,0,0,330,0
Maverick,339,246,92,1,0,0,0,104,59,34,0,0,0,339,0
McLennan,365,313,52,0,0,0,0,87,54,39,1,0,276,88,0
Montgomery,365,261,99,5,0,0,0,143,61,44,0,2,226,137,0
Navarro,362,275,87,0,0,0,0,100,57,42,0,0,211,151,0
Nueces,365,198,166,1,0,0,0,107,66,49,0,0,113,252,0
Orange,365,233,132,0,0,0,0,100,60,44,0,0,125,240,0
Parker,363,317,46,0,0,0,0,100,54,37,0,0,363,0,0
Polk,344,334,10,0,0,0,0,74,44,31,0,0,344,0,0
Potter,340,304,36,0,0,0,0,65,51,25,0,0,0,340,0
Randall,354,280,72,2,0,0,0,112,61,41,0,0,354,0,0
Rockwall,323,305,16,2,0,0,0,105,47,34,0,0,323,0,0
Smith,364,326,37,1,0,0,0,133,51,36,0,4,360,0,0
Tarrant,365,176,175,14,0,0,0,147,74,51,0,6,157,202,0
Travis,365,169,194,2,0,0,0,115,67,52,0,5,105,255,0
Victoria,341,319,22,0,0,0,0,87,48,31,0,0,341,0,0
Webb,365,187,177,1,0,0,0,109,71,50,0,0,74,290,1
Box Elder,364,300,62,2,0,0,0,121,54,41,0,61,261,42,0
Cache,365,247,104,14,0,0,0,147,69,46,0,0,259,106,0
Carbon,365,265,99,1,0,0,0,108,64,46,0,4,361,0,0
Davis,365,239,120,6,0,0,0,119,74,45,0,25,263,77,0
Duchesne,365,226,128,7,4,0,0,177,72,48,0,0,312,53,0
Garfield,299,258,41,0,0,0,0,80,51,41,0,0,268,31,0
Iron,365,320,45,0,0,0,0,84,52,43,0,14,301,50,0
Salt Lake,365,132,216,17,0,0,0,136,90,58,0,24,228,109,4
San Juan,363,286,70,3,1,3,0,268,58,44,0,0,363,0,0
Tooele,365,286,77,2,0,0,0,117,61,44,0,1,285,79,0
Uintah,365,157,186,17,4,1,0,205,87,54,0,0,342,23,0
Utah,365,217,147,1,0,0,0,107,70,48,0,4,267,93,1
Washington,365,283,82,0,0,0,0,93,61,45,0,0,332,33,0
Wayne,109,109,0,0,0,0,0,27,21,12,0,0,0,109,0
Weber,308,224,82,2,0,0,0,108,66,44,0,20,208,80,0
Bennington,365,329,36,0,0,0,0,95,50,37,0,0,247,118,0
Chittenden,365,306,59,0,0,0,0,82,54,39,0,0,205,160,0
Rutland,365,281,84,0,0,0,0,89,58,40,0,1,160,203,1
Windham,104,103,1,0,0,0,0,52,26,11,0,0,0,104,0
St Croix,57,47,10,0,0,0,0,74,63,27,0,0,0,57,0
St John,101,86,15,0,0,0,0,77,54,21,0,0,0,101,0
St Thomas,268,195,73,0,0,0,0,92,62,37,0,0,0,268,0
Albemarle,282,251,31,0,0,0,0,67,51,41,0,0,218,64,0
Alexandria City,109,109,0,0,0,0,0,16,8,5,0,0,0,0,109
Arlington,365,294,70,1,0,0,0,112,61,40,1,90,216,58,0
Bristol City,117,94,23,0,0,0,0,72,54,34,0,0,0,117,0
Caroline,239,229,10,0,0,0,0,84,48,39,0,0,239,0,0
Carroll,61,61,0,0,0,0,0,18,15,9,0,0,0,0,61
Charles,356,321,35,0,0,0,0,90,50,36,0,86,200,70,0
Chesterfield,280,235,45,0,0,0,0,87,54,40,0,0,209,71,0
Fairfax,365,192,171,2,0,0,0,105,64,49,0,12,104,249,0
Fauquier,233,229,4,0,0,0,0,64,45,37,0,0,233,0,0
Frederick,365,277,88,0,0,0,0,96,55,42,0,0,136,229,0
Giles,344,315,29,0,0,0,0,84,50,40,0,0,344,0,0
Hampton City,364,283,81,0,0,0,0,84,55,42,1,2,179,182,0
Hanover,243,216,27,0,0,0,0,90,54,41,0,0,243,0,0
Henrico,363,310,53,0,0,0,0,100,54,38,4,17,278,64,0
Hopewell City,57,57,0,0,0,0,0,19,15,8,0,0,0,0,57
Loudoun,337,286,50,1,0,0,0,112,54,38,0,78,202,57,0
Lynchburg City,108,91,17,0,0,0,0,61,53,34,0,0,0,108,0
Madison,362,326,36,0,0,0,0,67,50,41,0,0,326,36,0
Norfolk City,364,341,23,0,0,0,0,72,47,20,12,240,0,111,1
Prince Edward,358,351,7,0,0,0,0,67,44,35,0,0,358,0,0
Prince William,364,347,17,0,0,0,0,100,48,36,0,119,245,0,0
Richmond City,362,236,126,0,0,0,0,96,58,43,2,60,0,300,0
Roanoke,365,286,79,0,0,0,0,71,55,42,0,48,145,172,0
Rockbridge,274,259,15,0,0,0,0,71,47,38,0,0,227,47,0
Rockingham,365,333,32,0,0,0,0,69,50,38,0,91,213,61,0
Salem City,118,90,28,0,0,0,0,65,54,34,0,0,0,118,0
Stafford,260,244,16,0,0,0,0,93,49,39,0,0,240,0,20
Suffolk City,245,223,22,0,0,0,0,97,50,41,0,0,245,0,0
Virginia Beach City,115,94,21,0,0,0,0,70,56,34,0,0,0,115,0
Winchester City,57,57,0,0,0,0,0,24,14,8,0,0,0,0,57
Wythe,242,232,10,0,0,0,0,71,48,41,0,0,242,0,0
Adams,360,339,21,0,0,0,0,89,42,17,0,0,0,360,0
Asotin,357,250,106,1,0,0,0,125,65,36,0,0,0,357,0
Benton,364,273,91,0,0,0,0,80,59,39,0,0,152,199,13
Chelan,365,258,106,1,0,0,0,102,61,32,0,0,0,365,0
Clallam,365,285,80,0,0,0,0,73,56,38,0,0,166,199,0
Clark,364,277,86,1,0,0,0,128,63,34,0,0,127,237,0
Columbia,365,322,43,0,0,0,0,72,53,22,0,0,0,365,0
Cowlitz,360,301,59,0,0,0,0,79,54,24,0,0,0,360,0
Franklin,333,288,45,0,0,0,0,74,53,21,0,0,0,333,0
Garfield,358,330,28,0,0,0,0,67,48,23,0,0,0,358,0
Grant,365,306,59,0,0,0,0,71,54,24,0,0,0,365,0
Grays Harbor,352,327,25,0,0,0,0,62,47,27,0,0,0,352,0
Jefferson,365,344,21,0,0,0,0,57,42,26,0,0,0,365,0
King,365,208,157,0,0,0,0,90,64,48,0,19,44,302,0
Kitsap,340,313,27,0,0,0,0,77,47,24,0,0,0,340,0
Kittitas,365,268,97,0,0,0,0,96,61,31,0,0,0,365,0
Klickitat,365,300,65,0,0,0,0,97,54,27,0,0,0,365,0
Lewis,365,308,57,0,0,0,0,66,54,27,0,0,0,365,0
Mason,361,305,56,0,0,0,0,75,53,28,0,0,0,361,0
Okanogan,365,209,156,0,0,0,0,91,68,42,0,0,0,365,0
Pierce,365,234,129,2,0,0,0,142,67,44,0,6,133,226,0
San Juan,112,111,1,0,0,0,0,52,31,21,0,0,0,112,0
Skagit,365,340,25,0,0,0,0,59,46,29,0,0,63,302,0
Snohomish,364,227,136,1,0,0,0,114,71,40,0,0,0,364,0
Spokane,365,258,106,1,0,0,0,107,64,42,0,0,131,218,16
Stevens,365,223,141,1,0,0,0,146,67,36,0,0,0,335,30
Thurston,365,290,75,0,0,0,0,74,58,33,0,0,134,231,0
Walla Walla,365,299,66,0,0,0,0,94,56,23,0,0,0,235,130
Whatcom,363,334,29,0,0,0,0,66,47,29,0,0,127,236,0
Whitman,365,324,41,0,0,0,0,71,51,24,0,0,0,365,0
Yakima,365,178,177,10,0,0,0,127,79,51,0,0,0,363,2
Berkeley,278,233,43,2,0,0,0,127,54,40,0,0,201,77,0
Brooke,360,287,72,1,0,0,0,112,56,19,0,0,0,119,241
Cabell,275,233,42,0,0,0,0,71,53,40,0,0,199,76,0
Gilmer,336,333,3,0,0,0,0,58,44,32,0,0,336,0,0
Greenbrier,242,222,20,0,0,0,0,84,50,42,0,0,242,0,0
Hancock,303,257,46,0,0,0,0,93,54,40,0,0,216,48,39
Harrison,111,84,27,0,0,0,0,64,56,41,0,0,0,111,0
Kanawha,365,262,103,0,0,0,0,93,58,44,21,0,201,143,0
Marion,99,70,29,0,0,0,0,66,59,41,0,0,0,99,0
Marshall,118,68,50,0,0,0,0,80,63,46,0,0,0,118,0
Monongalia,277,237,40,0,0,0,0,74,54,41,0,0,200,77,0
Ohio,283,226,57,0,0,0,0,71,57,42,0,0,211,72,0
Tucker,362,343,19,0,0,0,0,61,47,35,0,0,350,12,0
Wood,277,231,46,0,0,0,0,87,56,40,0,0,211,66,0
Ashland,364,332,32,0,0,0,0,81,50,35,0,0,263,101,0
Brown,361,265,96,0,0,0,0,97,58,40,0,0,120,241,0
Columbia,192,184,8,0,0,0,0,71,46,37,0,0,192,0,0
Dane,365,239,126,0,0,0,0,93,64,43,0,0,111,254,0
Dodge,365,257,107,1,0,0,0,122,61,42,0,0,209,156,0
Door,201,191,9,1,0,0,0,112,47,35,0,0,201,0,0
Eau Claire,363,268,95,0,0,0,0,90,60,39,0,0,121,242,0
Fond du Lac,202,195,7,0,0,0,0,100,47,36,0,0,202,0,0
Forest,363,308,55,0,0,0,0,97,53,36,0,0,252,111,0
Grant,365,255,109,1,0,0,0,104,62,39,0,0,0,365,0
Jefferson,203,191,12,0,0,0,0,100,48,37,0,0,203,0,0
Kenosha,365,248,115,2,0,0,0,119,65,44,0,0,190,175,0
Kewaunee,210,199,11,0,0,0,0,90,45,36,0,0,210,0,0
La Crosse,365,274,91,0,0,0,0,85,62,39,0,0,147,218,0
Manitowoc,202,187,15,0,0,0,0,100,48,36,0,0,202,0,0
Marathon,205,196,9,0,0,0,0,84,47,34,0,0,205,0,0
Milwaukee,365,205,157,3,0,0,0,105,68,47,0,5,119,239,2
Outagamie,365,258,105,2,0,0,0,119,63,41,0,0,115,250,0
Ozaukee,363,271,89,3,0,0,0,108,61,40,0,0,173,190,0
Racine,203,174,28,1,0,0,0,115,58,39,0,0,203,0,0
Rock,203,185,18,0,0,0,0,77,50,38,0,0,203,0,0
Sauk,365,281,83,1,0,0,0,107,59,39,0,0,124,241,0
Sheboygan,206,180,24,2,0,0,0,108,61,38,0,0,206,0,0
Taylor,365,294,71,0,0,0,0,87,57,38,0,0,222,143,0
Vilas,362,320,42,0,0,0,0,91,52,31,0,0,156,206,0
Walworth,205,189,15,1,0,0,0,112,49,37,0,0,205,0,0
Waukesha,365,211,153,1,0,0,0,115,64,45,0,0,81,284,0
Albany,365,245,120,0,0,0,0,90,61,47,0,0,327,4,34
Big Horn,356,344,12,0,0,0,0,77,46,36,0,0,356,0,0
Campbell,365,301,63,1,0,0,0,111,56,41,0,1,215,21,128
Carbon,364,325,38,1,0,0,0,112,51,43,0,13,351,0,0
Converse,365,314,50,1,0,0,0,101,53,41,0,3,312,10,40
Fremont,365,291,73,1,0,0,0,122,60,45,0,0,335,30,0
Johnson,364,345,19,0,0,0,0,80,49,40,0,1,356,0,7
Laramie,365,296,69,0,0,0,0,74,58,43,0,4,320,25,16
Lincoln,365,364,1,0,0,0,0,56,27,12,0,0,0,0,365
Natrona,364,327,37,0,0,0,0,74,51,42,0,1,357,6,0
Park,307,292,15,0,0,0,0,80,47,38,0,3,261,40,3
Platte,60,56,3,1,0,0,0,108,37,14,0,0,0,0,60
Sheridan,365,315,50,0,0,0,0,90,54,39,0,0,299,39,27
Sublette,365,265,89,8,3,0,0,200,71,46,0,0,358,7,0
Sweetwater,365,258,104,3,0,0,0,133,64,46,0,3,318,9,35
Teton,365,323,42,0,0,0,0,87,51,44,0,0,353,11,1
Uinta,365,315,49,1,0,0,0,101,58,44,0,1,360,0,4
Weston,360,335,25,0,0,0,0,71,49,40,0,0,360,0,0
